PRINT LIST,Rev. Statues,"T 
PURPOSE",UNIT,Doc.Type,"WORK 
CAT.",SUBJ,Document No.,Document Title,Rev.,"Doc.
Purpose",TN No.,TN Date,Statues,Remarks,New Rev On TPLANET,Site Manager,PREV,QA-QC,Material Control,Survey,Admin,Scaffold,Piping E. (13),Piping F. (13),"Underg.
 (14)","South
CON.
Manager",Civil N&S (17),PRE CAST UG ,"Elec. & Instro.
 (15 & 16)","SST
 (18)","Insulation
 (22)","Painting
(23)",Tanks ,"Flare
Manager","Mec. Erction
 (68)"
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-001-12,"ELECT.CABLES TRENCH-COVER PLAN
& DETAILS - FLAU AREA 1M50U02,
U/G AREA 1M50U02-01,02,03 & 04",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-002-01,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA 1M50U01
U/G AREA 1M50U01-01,02,03 & 04",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",P,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-01,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA 1M50U01
U/G AREA 1M50U01-01,02,03 & 04",0,IFC,T-TP-PTJ-00712,2/3/2023,Rev-up,,,,,v,,v,,,,,vv,,,v,,,,,,√,
582,L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-01,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA 1M50U01
U/G AREA 1M50U01-01,02,03 & 04",0F1,IFC,T-TPS-PTJ-01949,11/28/2024,Final,079254C-1M50-TSI-PTJ-14-00004_0,,,,v,,v,,,,,,,,,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-002-02,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U01 - U/G AREA 1M50U01-02",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-02,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U01 - U/G AREA 1M50U01-02",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-002-03,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U01 - U/G AREA 1M50U01-03",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-03,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U01 - U/G AREA 1M50U01-03",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-002-04,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U01 - U/G AREA 1M50U01-04",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",P,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-04,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U01 - U/G AREA 1M50U01-04",0,IFC,T-TP-PTJ-00712,2/3/2023,Rev-up,,,,,v,,v,,,,,vv,,,v,,,,,,√,
582,L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-04,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U01 - U/G AREA 1M50U01-04",0F1,IFC,T-TPS-PTJ-01949,11/28/2024,Final,079254C-1M50-TSI-PTJ-14-00004_0,,,,v,,v,,,,,,,,,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-002-05,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02
U/G AREA 1M50U02-01,02,03 & 04",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",P,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-05,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02
U/G AREA 1M50U02-01,02,03 & 04",0,IFC,T-TP-PTJ-00712,2/3/2023,Rev-up,,,,,v,,v,,,,,vv,,,v,,,,,,√,
582,L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-05,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02
U/G AREA 1M50U02-01,02,03 & 04",0F1,IFC,T-TPS-PTJ-01949,11/28/2024,Final,079254C-1M50-TSI-PTJ-14-00004_0,,,,v,,v,,,,,,,,,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-002-06,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02 - U/G AREA 1M50U02-01",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",P,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-06,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02 - U/G AREA 1M50U02-01",0,IFC,T-TP-PTJ-00712,2/3/2023,Rev-up,,,,,v,,v,,,,,vv,,,v,,,,,,√,
582,L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-06,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02 - U/G AREA 1M50U02-01",0F1,IFC,T-TPS-PTJ-01949,11/28/2024,Final,079254C-1M50-TSI-PTJ-14-00004_0,,,,v,,v,,,,,,,,,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-002-07,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02 - U/G AREA 1M50U02-02",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-07,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02 - U/G AREA 1M50U02-02",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-002-08,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02 - U/G AREA 1M50U02-03",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-08,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02 - U/G AREA 1M50U02-03",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-09,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02 - U/G AREA 1M50U02-05",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
"62,64,65,66,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-002-10,"INSTRUMENT CABLES TRENCH -
PLAN AND DETAILS
UNIT 1M50 - FLAU - AREA
1M50U02 - U/G AREA 1M50U02-06",0,IFC,T-TP-PTJ-00712,2/3/2023,Final,,,,,v,,v,,,,,vv,,,v,,,,,,√,
"20,22,24,25,450,478",P,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-003-01,"HDPE LAYER PROTECTION - PLAN
AND DETAILS - UNIT 1M50 - FLAU
- AREA 1M50U01",0,IFC,T-TP-PTJ-00697,12/23/2022,Rev-up,,,,,√,,√,,,,,vv,,,√,,,,,,√,
,D,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-003-01,"HDPE LAYER PROTECTION - PLAN
AND DETAILS - UNIT 1M50 - FLAU
- AREA 1M50U01",1,V,T-TPS-PTJ-01543,7/2/2024,DELETED,079254C-0000-TSI-PTJ-14-00007_0,,,,√,,√,,,,,√,,,,,,,,,√,
"20,22,24,25,450,478",P,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-003-02,"HDPE LAYER PROTECTION - PLAN
AND DETAILS - UNIT 1M50 - FLAU
- AREA 1M50U01",0,IFC,T-TP-PTJ-00697,12/23/2022,Rev-up,,,,,√,,√,,,,,vv,,,√,,,,,,√,
,D,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-003-02,"HDPE LAYER PROTECTION - PLAN
AND DETAILS - UNIT 1M50 - FLAU
- AREA 1M50U01",1,V,T-TPS-PTJ-01543,7/2/2024,DELETED,079254C-0000-TSI-PTJ-14-00007_0,,,,√,,√,,,,,√,,,,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-004-01,"CHANNELS CLOSED DRAIN - PLAN
AND DETAILS - UNIT 1M50 - FLAU
- AREA 1M50U01",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"12,15,22,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-004-01,"CHANNELS CLOSED DRAIN - PLAN
AND DETAILS - UNIT 1M50 - FLAU
- AREA 1M50U01",0,IFC,T-TP-PTJ-00667,10/27/2022,Final,079254C-0000-TSI-PTJ-14-00005_0,,,,√,,√,,,,,vv,,,√,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-004-02,"CHANNELS CLOSED DRAIN - PLAN
AND DETAILS - UNIT 1M50 - FLAU
- AREA 1M50U01",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"12,15,22,450,478",L,CONS,1M50,DW,14,54,079254C-1M50-DW-1454-004-02,"CHANNELS CLOSED DRAIN - PLAN
AND DETAILS - UNIT 1M50 - FLAU
- AREA 1M50U01",0,IFC,T-TP-PTJ-00667,10/27/2022,Final,079254C-0000-TSI-PTJ-14-00005_0,,,,√,,√,,,,,vv,,,√,,,,,,√,
,P,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-004-03,"CHANNELS CLOSED DRAIN - PLAN
AND DETAILS - UNIT 1M50 - FLAU
- AREA 1M50U01",A,IFR,T-TP-PTJ-00180,12/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,D,INFO,1M50,DW,14,54,079254C-1M50-DW-1454-004-03,"CHANNELS CLOSED DRAIN - PLAN
AND DETAILS - UNIT 1M50 - FLAU
- AREA 1M50U01",0,V,T-TP-PTJ-00665,10/27/2022,DELETED,079254C-0000-TSI-PTJ-14-00005_0,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,13,079254C-1M50-DW-1513-001,"UNIT 1M50 - ESD INTERLOCK
LOGIC DIAGRAMS",A,IFR,T-TP-PTJ-00241,1/27/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,13,079254C-1M50-DW-1513-001,"UNIT 1M50 - ESD INTERLOCK
LOGIC DIAGRAMS",B,IDD,T-TP-PTJ-00386,4/21/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,13,079254C-1M50-DW-1513-001,"UNIT 1M50 - ESD INTERLOCK
LOGIC DIAGRAMS",0,FIN,T-TP-PTJ-00640,9/8/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,INFO,1M50,DW,15,13,079254C-1M50-DW-1513-001,"UNIT 1M50 - ESD INTERLOCK
LOGIC DIAGRAMS",1,FIN,T-TP-PTJ-00811,12/22/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,13,079254C-1M50-DW-1513-002,"UNIT 1M50 - GRAPHIC DISLAYS
INTERLOCK LOGIC DIAGRAMS",A,IFR,T-TP-PTJ-00208,12/21/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,13,079254C-1M50-DW-1513-002,"UNIT 1M50 - GRAPHIC DISLAYS
INTERLOCK LOGIC DIAGRAMS",B,IDD,T-TP-PTJ-00500,6/7/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,15,13,079254C-1M50-DW-1513-002,"UNIT 1M50 - GRAPHIC DISLAYS
INTERLOCK LOGIC DIAGRAMS",0,FIN,T-TP-PTJ-00647,9/21/2022,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,13,079254C-1M50-DW-1513-003,"DCS INTERLOCK LOGIC DIAGRAMS -
UNIT 1M50",A,IFR,T-TP-PTJ-00241,1/27/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,13,079254C-1M50-DW-1513-003,"DCS INTERLOCK LOGIC DIAGRAMS -
UNIT 1M50",B,IDD,T-TP-PTJ-00386,4/21/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,1M50,DW,15,13,079254C-1M50-DW-1513-003,"DCS INTERLOCK LOGIC DIAGRAMS -
UNIT 1M50",0,FIN,T-TP-PTJ-00640,9/8/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,15,13,079254C-1M50-DW-1513-003,"DCS INTERLOCK LOGIC DIAGRAMS -
UNIT 1M50",1,FIN,T-TP-PTJ-00811,12/22/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,13,079254C-1M50-DW-1513-004,"UNIT 1M50 - FIRE & GAS
LOGIC DIAGRAMS",A,IFR,T-TP-PTJ-00223,1/5/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,13,079254C-1M50-DW-1513-004,"UNIT 1M50 - FIRE & GAS
LOGIC DIAGRAMS",0,FIN,T-TP-PTJ-00644,9/14/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,INFO,1M50,DW,15,13,079254C-1M50-DW-1513-004,"UNIT 1M50 - FIRE & GAS
LOGIC DIAGRAMS",1,FIN,T-TP-PTJ-00811,12/22/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,L,INFO,1M50,DW,15,24,079254C-1M50-DW-1524-001,"WIRING DRAWINGS (TWO WIRES) -
UNIT 50",0,FIN,T-TP-PTJ-00819,1/31/2024,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,52,079254C-1M50-DW-1552-001,"LEVEL INSTRUMENT DESIGN - 1M50
- FLARE UNIT (FLAU)",A,IFR,T-TP-PTJ-00009,5/26/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,52,079254C-1M50-DW-1552-001,"LEVEL INSTRUMENT DESIGN - 1M50
- FLARE UNIT (FLAU)",B,IFR,T-TP-PTJ-00151,11/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
29 SOFT COPY,P,CONS,1M50,DW,15,52,079254C-1M50-DW-1552-001,"LEVEL INSTRUMENT DESIGN - 1M50
- FLARE UNIT (FLAU)",0,IFC,T-TP-PTJ-00410,4/29/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
29 SOFT COPY,L,CONS,1M50,DW,15,52,079254C-1M50-DW-1552-001,"LEVEL INSTRUMENT DESIGN - 1M50
- FLARE UNIT (FLAU)",1,IFC,T-TP-PTJ-00679,11/18/2022,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,1M50,DW,15,72,079254C-1M50-DW-1572-001-01,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",B,IDD1,T-TP-PTJ-00086,8/30/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
29 SOFT COPY,P,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-01,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",0,IFC,T-TP-PTJ-00437,5/11/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
"29 SOFT COPY,224",P,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-01,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",1,IFC,T-TP-PTJ-00644,9/14/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
486,L,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-01,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",2,IFC,T-TP-PTJ-00839,6/17/2024,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,1M50,DW,15,72,079254C-1M50-DW-1572-001-02,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",B,IDD1,T-TP-PTJ-00086,8/30/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
29 SOFT COPY,P,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-02,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",0,IFC,T-TP-PTJ-00437,5/11/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
"29 SOFT COPY,224",P,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-02,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",1,IFC,T-TP-PTJ-00644,9/14/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
486,L,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-02,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",2,IFC,T-TP-PTJ-00839,6/17/2024,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,1M50,DW,15,72,079254C-1M50-DW-1572-001-03,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",B,IDD1,T-TP-PTJ-00086,8/30/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
29 SOFT COPY,P,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-03,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",0,IFC,T-TP-PTJ-00437,5/11/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
"29 SOFT COPY,224",P,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-03,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",1,IFC,T-TP-PTJ-00644,9/14/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
486,L,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-03,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",2,IFC,T-TP-PTJ-00839,6/17/2024,Final,,,,,,,,,,,,,,,,√,,,,,,
29 SOFT COPY,P,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-04,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",0,IFC,T-TP-PTJ-00437,5/11/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
"29 SOFT COPY,224",P,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-04,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",1,IFC,T-TP-PTJ-00644,9/14/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
486,L,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-001-04,"INSTRUMENT MAIN CABLE ROUTING
UNIT 50 (FLAU)",2,IFC,T-TP-PTJ-00839,6/17/2024,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,1M50,DW,15,72,079254C-1M50-DW-1572-002,"CABLE ROUTING CROSS SECTIONS -
UNIT 50",A,IFR,T-TP-PTJ-00165,11/18/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
29 SOFT COPY ,P,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-002,"CABLE ROUTING CROSS SECTIONS -
UNIT 50",0,IFC,T-TP-PTJ-00644,9/14/2022,Rev-up,Rev. Up pages in 079254C-1M50-TSI-PTJ-15-00001_0 at T-TPS-PTJ-01642 dated 7/8/2024,,,,,,,,,,,,,,,√,,,,,,
,L,CONS,1M50,DW,15,72,079254C-1M50-DW-1572-002,"CABLE ROUTING CROSS SECTIONS -
UNIT 50",1,IFC,T-TP-PTJ-00848,8/9/2024,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,73,079254C-1M50-DW-1573-001,"JUNCTION BOX WIRING DRAWINGS -
UNIT 1M50",A,IFR,T-TP-PTJ-00009,5/26/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,73,079254C-1M50-DW-1573-001,"JUNCTION BOX WIRING DRAWINGS -
UNIT 1M50",B,IDD1,T-TP-PTJ-00086,8/30/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,73,079254C-1M50-DW-1573-001,"JUNCTION BOX WIRING DRAWINGS -
UNIT 1M50",C,IFR,T-TP-PTJ-00208,12/21/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,1M50,DW,15,73,079254C-1M50-DW-1573-001,"JUNCTION BOX WIRING DRAWINGS -
UNIT 1M50",0,IFC,T-TP-PTJ-00627,8/25/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
29 SOFT COPY,P,CONS,1M50,DW,15,73,079254C-1M50-DW-1573-001,"JUNCTION BOX WIRING DRAWINGS -
UNIT 1M50",1,IFC2,T-TP-PTJ-00644,9/14/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
,L,CONS,1M50,DW,15,73,079254C-1M50-DW-1573-001,"JUNCTION BOX WIRING DRAWINGS -
UNIT 1M50",2,IFC3,T-TP-PTJ-00848,8/9/2024,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,74,079254C-1M50-DW-1574-001-01,INSTRUMENT LAYOUT - UNIT 50,A,IDD,T-TP-PTJ-00122,9/27/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"29 SOFT COPY,224",P,CONS,1M50,DW,15,74,079254C-1M50-DW-1574-001-01,INSTRUMENT LAYOUT - UNIT 50,0,IFC,T-TP-PTJ-00685,12/1/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
522,L,CONS,1M50,DW,15,74,079254C-1M50-DW-1574-001-01,INSTRUMENT LAYOUT - UNIT 50,1,IFC,T-TP-PTJ-00846,7/31/2024,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,1M50,DW,15,74,079254C-1M50-DW-1574-001-02,INSTRUMENT LAYOUT - UNIT 50,A,IDD,T-TP-PTJ-00122,9/27/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"29 SOFT COPY,224",P,CONS,1M50,DW,15,74,079254C-1M50-DW-1574-001-02,INSTRUMENT LAYOUT - UNIT 50,0,IFC,T-TP-PTJ-00685,12/1/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
522,L,CONS,1M50,DW,15,74,079254C-1M50-DW-1574-001-02,INSTRUMENT LAYOUT - UNIT 50,1,IFC,T-TP-PTJ-00846,7/31/2024,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,1M50,DW,15,74,079254C-1M50-DW-1574-002-01,"FLARE UNIT 50 - PLOT PLAN
(FLAU) - TELECOM DEVICE LAYOUT",A,IFR,T-TP-PTJ-00657,10/13/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,15,74,079254C-1M50-DW-1574-002-01,"FLARE UNIT 50 - PLOT PLAN
(FLAU) - TELECOM DEVICE LAYOUT",0,IFC,T-TP-PTJ-00807,11/30/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,74,079254C-1M50-DW-1574-002-02,"FLARE UNIT 50 - PLOT PLAN
(FLAU) - TELECOM DEVICE LAYOUT",A,IFR,T-TP-PTJ-00657,10/13/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,15,74,079254C-1M50-DW-1574-002-02,"FLARE UNIT 50 - PLOT PLAN
(FLAU) - TELECOM DEVICE LAYOUT",0,IFC,T-TP-PTJ-00807,11/30/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,74,079254C-1M50-DW-1574-002-03,"FLARE UNIT 50 - PLOT PLAN
(FLAU) - TELECOM DEVICE LAYOUT",A,IFR,T-TP-PTJ-00657,10/13/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,CONS,1M50,DW,15,74,079254C-1M50-DW-1574-002-03,"FLARE UNIT 50 - PLOT PLAN
(FLAU) - TELECOM DEVICE LAYOUT",0,IFC,T-TP-PTJ-00807,11/30/2023,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1M50,DW,15,74,079254C-1M50-DW-1574-003-01,"INSTRUMENT AIR DISTRIBUTION
LAYOUT - UNIT 50",A,IDD,T-TP-PTJ-00122,9/27/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"29 SOFT COPY,224",P,CONS,1M50,DW,15,74,079254C-1M50-DW-1574-003-01,"INSTRUMENT AIR DISTRIBUTION
LAYOUT - UNIT 50",0,IFC,T-TP-PTJ-00685,12/1/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
363,L,CONS,1M50,DW,15,74,079254C-1M50-DW-1574-003-01,"INSTRUMENT AIR DISTRIBUTION
LAYOUT - UNIT 50",1,IFC,T-TP-PTJ-00816,1/19/2024,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,1M50,DW,15,74,079254C-1M50-DW-1574-003-02,"INSTRUMENT AIR DISTRIBUTION
LAYOUT - UNIT 50",A,IDD,T-TP-PTJ-00122,9/27/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"29 SOFT COPY,224",L,CONS,1M50,DW,15,74,079254C-1M50-DW-1574-003-02,"INSTRUMENT AIR DISTRIBUTION
LAYOUT - UNIT 50",0,IFC,T-TP-PTJ-00685,12/1/2022,Final,,,,,,,,,,,,,,,,√,,,,,,
,P,INFO,1M50,DW,16,12,079254C-1M50-DW-1612-002-01,"EARTHING AND LIGHTNING SYSTEM
LAYOUT AREA 1M50",A,IFR,T-TP-PTJ-00007,5/24/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
29 SOFT COPY,P,CONS,1M50,DW,16,12,079254C-1M50-DW-1612-002-01,"EARTHING AND LIGHTNING SYSTEM
LAYOUT AREA 1M50",0,IFC,T-TP-PTJ-00478,5/26/2022,Rev-up,,,,,,,,,,,,,,,,√,,,,,,
