index,Document No.,Document Title
1231,079254C-1B03-DW-1745-003-05,"UNIT 1B03 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 03-IS-
001 (BATCH-1)"
1232,079254C-1B03-DW-1745-003-06,"UNIT 1B03 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 03-IS-
001 (BATCH-1)"
1233,079254C-1B03-DW-1745-003-06,"UNIT 1B03 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 03-IS-
001 (BATCH-1)"
1234,079254C-1B03-DW-1745-003-06,"UNIT 1B03 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS 03-IS-
001 (BATCH-1)"
1235,079254C-1B03-DW-1745-004-01,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1236,079254C-1B03-DW-1745-004-01,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1237,079254C-1B03-DW-1745-004-01,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1238,079254C-1B03-DW-1745-004-02,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1239,079254C-1B03-DW-1745-004-02,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1240,079254C-1B03-DW-1745-004-03,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1241,079254C-1B03-DW-1745-004-03,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1242,079254C-1B03-DW-1745-004-04,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1243,079254C-1B03-DW-1745-004-04,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1244,079254C-1B03-DW-1745-004-05,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1245,079254C-1B03-DW-1745-004-05,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1246,079254C-1B03-DW-1745-004-05,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1247,079254C-1B03-DW-1745-004-06,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1248,079254C-1B03-DW-1745-004-06,UNIT 1B03 - FOUNDATION FOR MISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-2)
1249,079254C-1B03-DW-1745-004-07,"UNIT 1B03 - FOUNDATION FOR
MISCELLANEOUS SUPPORTS
03-IS-001 (BATCH-2)"
1250,079254C-1B03-DW-1745-005-01,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-3)
1251,079254C-1B03-DW-1745-005-01,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-3)
1252,079254C-1B03-DW-1745-005-02,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-3)
1253,079254C-1B03-DW-1745-005-02,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-3)
1254,079254C-1B03-DW-1745-005-02,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-3)
1255,079254C-1B03-DW-1745-005-03,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-3)
1256,079254C-1B03-DW-1745-005-03,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-3)
1257,079254C-1B03-DW-1745-006-01,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1258,079254C-1B03-DW-1745-006-01,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1259,079254C-1B03-DW-1745-006-02,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1260,079254C-1B03-DW-1745-006-02,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1261,079254C-1B03-DW-1745-006-02,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1262,079254C-1B03-DW-1745-006-02,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1263,079254C-1B03-DW-1745-006-02,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1264,079254C-1B03-DW-1745-006-03,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1265,079254C-1B03-DW-1745-006-03,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1266,079254C-1B03-DW-1745-006-03,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1267,079254C-1B03-DW-1745-006-03,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1268,079254C-1B03-DW-1745-006-03,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1269,079254C-1B03-DW-1745-006-04,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1270,079254C-1B03-DW-1745-006-04,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1271,079254C-1B03-DW-1745-006-04,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1272,079254C-1B03-DW-1745-006-04,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1273,079254C-1B03-DW-1745-006-04,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1274,079254C-1B03-DW-1745-006-05,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1275,079254C-1B03-DW-1745-006-05,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1276,079254C-1B03-DW-1745-006-06,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1277,079254C-1B03-DW-1745-006-06,UNIT 1B03 - FOUNDATION FORMISCELLANEOUS SUPPORTS 03-IS-001 (BATCH-4)
1278,079254C-1B03-DW-1842-002-03,UNIT 03 - STEEL STRUCTURE FOR 03-STR-200 - EQUIPMENT SUPPORTS & PLATFORM DETAILS
1279,079254C-1B03-DW-1845-003-01,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-1)"
1280,079254C-1B03-DW-1845-003-02,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-1)"
1281,079254C-1B03-DW-1845-003-03,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-1)"
1282,079254C-1B03-DW-1845-003-04,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-1)"
1283,079254C-1B03-DW-1845-003-05,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-1)"
1284,079254C-1B03-DW-1845-004-01,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-4,5 &
6_ISOMETRIC"
1285,079254C-1B03-DW-1845-004-01,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-4,5 &
6_ISOMETRIC"
1286,079254C-1B03-DW-1845-004-02,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-4"
1287,079254C-1B03-DW-1845-004-02,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-4"
1288,079254C-1B03-DW-1845-004-03,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-5"
1289,079254C-1B03-DW-1845-004-03,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-5"
1290,079254C-1B03-DW-1845-004-04,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-6"
1291,079254C-1B03-DW-1845-004-04,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-6"
1292,079254C-1B03-DW-1845-004-04,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-6"
1293,079254C-1B03-DW-1845-004-05,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-6"
1294,079254C-1B03-DW-1845-004-05,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-6"
1295,079254C-1B03-DW-1845-004-06,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-6"
1296,079254C-1B03-DW-1845-004-06,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-6"
1297,079254C-1B03-DW-1845-004-06,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-6"
1298,079254C-1B03-DW-1845-004-07,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-5 &
AREA-7"
1299,079254C-1B03-DW-1845-004-07,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-5 &
AREA-7"
1300,079254C-1B03-DW-1845-004-07,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-2)_AREA-5 &
AREA-7"
1301,079254C-1B03-DW-1845-005-01,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-3)_ISOMETRIC"
1302,079254C-1B03-DW-1845-005-02,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-3)"
1303,079254C-1B03-DW-1845-006-01,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1304,079254C-1B03-DW-1845-006-02,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1305,079254C-1B03-DW-1845-006-02,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1306,079254C-1B03-DW-1845-006-03,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1307,079254C-1B03-DW-1845-006-03,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1308,079254C-1B03-DW-1845-006-04,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1309,079254C-1B03-DW-1845-006-04,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1310,079254C-1B03-DW-1845-006-05,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1311,079254C-1B03-DW-1845-006-05,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1312,079254C-1B03-DW-1845-006-06,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1313,079254C-1B03-DW-1845-006-06,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1314,079254C-1B03-DW-1845-006-07,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1315,079254C-1B03-DW-1845-006-07,"UNIT 1B03 - STEEL STRUCTURE
FOR MISCELLANEOUS SUPPORTS 03-
IS-001 (BATCH-4)"
1316,nan,LIST AND REPORTS NM
1317,nan,NM     SYSTEM COMPONENT LIST 9001
1318,079254C-1B03-NM-9001-001,SYSTEM COMPONENT LIST - 14- 1B03-C-000-01 - STRUCTURES
1319,079254C-1B03-NM-9001-002,SYSTEM COMPONENT LIST - 14- 1B03-C-000-02 - PIPERACK
1320,079254C-1B03-NM-9001-003,"SYSTEM COMPONENT LIST - 14-1B03-C-000-03 - PAVING, ROADS AND YARDS"
1321,079254C-1B03-NM-9001-004,SYSTEM COMPONENT LIST - 14-1B03-E-000-01 - LIGHTING AND SMALL POWER
1322,079254C-1B03-NM-9001-005,SYSTEM COMPONENT LIST - 14- 1B03-E-000-02 - EARTHING AND LIGHTNING
1323,079254C-1B03-NM-9001-007,"SYSTEM COMPONENT LIST - 14-
1B03-E-000-12 - STREET
LIGHTING"
1324,079254C-1B03-NM-9001-008,"SYSTEM COMPONENT LIST - 14-
1B03-J-000-01 - MULTICORE
CABLES, JUNCTION BOXES AND
CABLE TRAYS"
1325,079254C-1B03-NM-9001-009,"SYSTEM COMPONENT LIST - 14-
1B03-J-000-02 - TELEPHONE
SYSTEM"
1326,079254C-1B03-NM-9001-010,"SYSTEM COMPONENT LIST - 14-
1B03-J-000-03 - PAGA AND
INTERCOM SYSTEM"
1327,079254C-1B03-NM-9001-011,"SYSTEM COMPONENT LIST - 14-
1B03-J-000-04 - ANALYZER
SHELTER"
1328,079254C-1B03-NM-9001-012,"SYSTEM COMPONENT LIST - 14-
1B03-J-000-05 - FIRE AND GAS
DETECTION"
1329,079254C-1B03-NM-9001-013,"SYSTEM COMPONENT LIST - 14-
1B03-G-000-01 - BRIDGE CRANE"
1330,079254C-1B03-NM-9001-014,"SYSTEM COMPONENT LIST - 14-
1B03-X-000-01 - OILY WATER
SEWER"
1331,079254C-1B03-NM-9001-015,"SYSTEM COMPONENT LIST - 14-
1B03-X-000-02 - CAUSTIC CLOSED
DRAIN"
1332,079254C-1B03-NM-9001-016,"SYSTEM COMPONENT LIST - 14-
1B03-X-000-04 - AMINE CLOSED
DRAIN"
1333,079254C-1B03-NM-9001-017,"SYSTEM COMPONENT LIST - 14-
1B03-X-000-05 - HC CLOSED
DRAIN"
1334,079254C-1B03-NM-9001-018,"SYSTEM COMPONENT LIST - 14-
1B03-F-000-01 - FIRE FIGHTING
AND SAFETY DEVICES"
1335,079254C-1B03-NM-9001-019,"SYSTEM COMPONENT LIST - 14-
1B03-F-000-02 - DELUGE SYSTEMS"
1336,079254C-1B03-NM-9001-020,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-01 - INSTRUMENT AIR"
1337,079254C-1B03-NM-9001-021,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-02 - PLANT AIR"
1338,079254C-1B03-NM-9001-022,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-03 - NITROGEN"
1339,079254C-1B03-NM-9001-023,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-04 - SERVICE WATER"
1340,079254C-1B03-NM-9001-024,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-05 - POTABLE WATER"
1341,079254C-1B03-NM-9001-025,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-07 - COOLING WATER"
1342,079254C-1B03-NM-9001-026,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-08 - BOILER FEED
WATER"
1343,079254C-1B03-NM-9001-027,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-09 - HP STEAM"
1344,079254C-1B03-NM-9001-028,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-10 - MP STEAM"
1345,079254C-1B03-NM-9001-029,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-11 - LP STEAM"
1346,079254C-1B03-NM-9001-030,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-12 - HP CONDENSATE"
1347,079254C-1B03-NM-9001-031,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-13 - MP CONDENSATE"
1348,079254C-1B03-NM-9001-032,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-14 - LP CONDENSATE"
1349,079254C-1B03-NM-9001-033,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-15 - NATURAL GAS"
1350,079254C-1B03-NM-9001-034,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-16 - FUEL GAS"
1351,079254C-1B03-NM-9001-035,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-17 - FIRE WATER"
1352,079254C-1B03-NM-9001-036,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-19 - TREATED WATER"
1353,079254C-1B03-NM-9001-037,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-22 - 10 % CAUSTIC
SODA"
1354,079254C-1B03-NM-9001-038,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-31 - FLUSHING OIL"
1355,079254C-1B03-NM-9001-039,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-34 - HP BOILER FEED
WATER"
1356,079254C-1B03-NM-9001-040,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-37 - LP FLARE"
1357,079254C-1B03-NM-9001-041,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-38 - HP FLARE"
1358,079254C-1B03-NM-9001-042,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-39 - COLD FLARE"
1359,079254C-1B03-NM-9001-043,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-41 - 50 % CAUSTIC
SODA"
1360,079254C-1B03-NM-9001-044,"SYSTEM COMPONENT LIST - 14-
1B03-U-000-50 - LPS STEAM
TRACING"
1361,079254C-1B03-NM-9001-045,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-01 - 1ST STAGE FEED"
1362,079254C-1B03-NM-9001-046,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-02 - 1ST STAGE FEED
HEATER"
1363,079254C-1B03-NM-9001-047,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-03 - 1ST STAGE
REACTOR"
1364,079254C-1B03-NM-9001-048,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-04 - 2ND STAGE FEED"
1365,079254C-1B03-NM-9001-049,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-05 - 2ND STAGE FEED
HEATER"
1366,079254C-1B03-NM-9001-050,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-06 - 2ND STAGE
REACTOR"
1367,079254C-1B03-NM-9001-051,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-07 - HYDROGEN MAKEUP"
1368,079254C-1B03-NM-9001-052,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-08 - HOT SEPARATION
SECTION"
1369,079254C-1B03-NM-9001-053,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-09 - COLD
SEPARATION SECTION"
1370,079254C-1B03-NM-9001-054,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-10 - RECYCLE GAS
COMPRESSOR AND TURBINE"
1371,079254C-1B03-NM-9001-055,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-11 - WASHING WATER"
1372,079254C-1B03-NM-9001-056,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-12 - AMINE SECTION"
1373,079254C-1B03-NM-9001-057,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-13 - STRIPPER
SECTION"
1374,079254C-1B03-NM-9001-058,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-14 - FRACTIONATOR
HEATER"
1375,079254C-1B03-NM-9001-059,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-15 - FRACTIONATOR"
1376,079254C-1B03-NM-9001-060,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-16 - SIDE STRIPPERS"
1377,079254C-1B03-NM-9001-061,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-17 - DEETHANIZER"
1378,079254C-1B03-NM-9001-062,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-18 - DEBUTANIZER"
1379,079254C-1B03-NM-9001-063,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-19 - LPG"
1380,079254C-1B03-NM-9001-064,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-20 - SOUR WATER"
1381,079254C-1B03-NM-9001-065,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-21 - RICH CAUSTIC"
1382,079254C-1B03-NM-9001-066,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-22 - SWEET LPG"
1383,079254C-1B03-NM-9001-067,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-23 - SPENT CAUSTIC"
1384,079254C-1B03-NM-9001-068,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-24 - CAUSTIC
REGENERATION"
1385,079254C-1B03-NM-9001-069,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-25 - CHEMICALS"
1386,079254C-1B03-NM-9001-070,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-26 - NAPHTHA WASH"
1387,079254C-1B03-NM-9001-071,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-27 - BLOWDOWN"
1388,079254C-1B03-NM-9001-072,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-28 - H2 MAKE-UP
COMPRESSOR A"
1389,079254C-1B03-NM-9001-073,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-30 - RECYCLE GAS
COMPRESSOR - LUBE OIL"
1390,079254C-1B03-NM-9001-074,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-31 - 1ST STAGE FEED
PUMPS - LUBE OIL"
1391,079254C-1B03-NM-9001-075,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-32 - 2ND STAGE FEED
PUMPS - LUBE OIL"
1392,079254C-1B03-NM-9001-076,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-33 - H2 MAKE-UP
COMPRESSOR B - LUBE OIL"
1393,079254C-1B03-NM-9001-077,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-34 - H2 MAKE-UP
COMPRESSOR A - LUBE OIL"
1394,079254C-1B03-NM-9001-078,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-35 - H2 MAKE-UP
COMPRESSOR C - LUBE OIL"
1395,079254C-1B03-NM-9001-079,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-36 - H2 MAKE-UP
COMPRESSOR B"
1396,079254C-1B03-NM-9001-080,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-37 - H2 MAKE-UP
COMPRESSOR C"
1397,079254C-1B03-NM-9001-081,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-38 - TEMPERED WATER
H2 MAKE-UP COMPRESSORS"
1398,079254C-1B03-NM-9001-082,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-39 - ANILINE
STORAGE AND DISTRIBUTION"
1399,079254C-1B03-NM-9001-083,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-40 - DMDS STORAGE
AND DISTRIBUTION"
1400,079254C-1B03-NM-9001-084,"SYSTEM COMPONENT LIST - 14-
1B03-P-000-41 - NEUTRALIZATION
SOLUTION STORAGE AND
DISTRIBUTION"
1401,079254C-1B03-NM-9001-085,"SYSTEM COMPONENT LIST - 14-
1B03-E-000-14 - AVIATION
LIGHTING"
1402,079254C-1B03-MTO-1845-003,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR MISCELLANEOUS
SUPPORTS 03-IS-001 (BATCH-1)"
1403,079254C-1B03-MTO-1845-003,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR MISCELLANEOUS
SUPPORTS 03-IS-001 (BATCH-1)"
1404,079254C-1B03-MTO-1845-004,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR MISCELLANEOUS
SUPPORTS 03-IS-001 (BATCH-2)"
1405,079254C-1B03-MTO-1845-004,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR MISCELLANEOUS
SUPPORTS 03-IS-001 (BATCH-2)"
1406,079254C-1B03-MTO-1845-004,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR MISCELLANEOUS
SUPPORTS 03-IS-001 (BATCH-2)"
1407,079254C-1B03-MTO-1845-005,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR
MISCELLANEOUS SUPPORTS
03-IS-001 (BATCH-3)"
1408,079254C-1B03-MTO-1845-005,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR
MISCELLANEOUS SUPPORTS
03-IS-001 (BATCH-3)"
1409,079254C-1B03-MTO-1845-006,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR
MISCELLANEOUS SUPPORTS
03-IS-001(BATCH-4)"
1410,079254C-1B03-MTO-1845-006,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR
MISCELLANEOUS SUPPORTS
03-IS-001(BATCH-4)"
1411,079254C-1B03-MTO-1845-006,"MATERIAL TAKE-OFF FOR STEEL
STRUCTURE FOR
MISCELLANEOUS SUPPORTS
03-IS-001(BATCH-4)"
1412,079254C-1B03-PID-0021-007-01,PIPING AND INSTRUMENT DIAGRAM DHTU UNIT(HCKU) REACT.SECT.THERMOCOUPLE ARRANG. FOR 1ST STAGE REACTOR DUAL POINT SHEATH
1413,079254C-1B03-PID-0021-008-01,"PIPING AND INSTRUMENT DIAGRAM
- (HCKU) - REACTION SECTION
THERMOCOUPLE ARRANG. FOR 1ST
STAGE REACTOR MULTIPOINT
SHEATH"
1414,079254C-1B03-PID-0021-008-01,"PIPING AND INSTRUMENT DIAGRAM
- (HCKU) - REACTION SECTION
THERMOCOUPLE ARRANG. FOR 1ST
STAGE REACTOR MULTIPOINT
SHEATH"
1415,079254C-1B03-PID-0021-008-01,"PIPING AND INSTRUMENT DIAGRAM
- (HCKU) - REACTION SECTION
THERMOCOUPLE ARRANG. FOR 1ST
STAGE REACTOR MULTIPOINT
SHEATH"
1416,079254C-1B03-PID-0021-008-01,"PIPING AND INSTRUMENT DIAGRAM
- (HCKU) - REACTION SECTION
THERMOCOUPLE ARRANG. FOR 1ST
STAGE REACTOR MULTIPOINT
SHEATH"
1417,079254C-1B03-PID-0021-008-01,"PIPING AND INSTRUMENT DIAGRAM
- (HCKU) - REACTION SECTION
THERMOCOUPLE ARRANG. FOR 1ST
STAGE REACTOR MULTIPOINT
SHEATH"
